start,end,split,dataset_number,user_number,dataset
1642604935.34626,1642605006.440299,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642605381.111974,1642605553.641295,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642605584.132196,1642605752.260804,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642622514.958599,1642622694.95441,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642622330.393272,1642622383.451352,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642622390.181733,1642622510.179141,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642620243.437262,1642620409.8264372,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642620789.831758,1642620954.988853,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642620428.313013,1642620600.652984,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642620614.50292,1642620777.562835,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642621000.892936,1642621135.048581,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642621232.746715,1642621296.577219,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642621305.916638,1642621372.338973,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642621382.302916,1642621450.436405,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642621863.247919,1642622031.497076,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642622094.683594,1642622264.571598,train,0,15,discrete_gestures_user_015_dataset_000.hdf5
1642711282.78493,1642711521.864845,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642711104.8834887,1642711152.843408,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642711158.555909,1642711278.54909,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642709387.252729,1642709554.924701,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642709560.381823,1642709728.2840178,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642709748.507954,1642709921.026782,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642709212.571457,1642709382.397326,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642709948.134674,1642710082.122873,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642710141.339411,1642710210.073605,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642710216.265782,1642710284.010422,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642710295.797362,1642710364.198318,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642710712.347778,1642710881.422276,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1642710915.557624,1642711083.199469,train,0,86,discrete_gestures_user_086_dataset_000.hdf5
1643144833.384063,1643145013.389927,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643144644.833408,1643144697.567074,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643144709.139675,1643144829.15167,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643142819.289074,1643142985.1542,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643143023.44278,1643143192.624683,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643142452.573359,1643142621.1010208,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643142638.871678,1643142809.368764,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643143231.27895,1643143373.861119,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643143491.900681,1643143558.297381,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643143577.368717,1643143645.0673053,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643143663.141771,1643143734.24045,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643144391.277187,1643144562.260041,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643144145.15453,1643144313.1046212,train,0,26,discrete_gestures_user_026_dataset_000.hdf5
1643227728.853922,1643227908.863652,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643227557.842224,1643227601.976439,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643227603.788952,1643227723.80181,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226162.810491,1643226329.311581,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643225811.831359,1643225978.349453,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226336.5582407,1643226501.342265,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643225982.834386,1643226151.481114,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226516.127377,1643226655.973512,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226694.990652,1643226762.789207,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226769.101144,1643226838.919513,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643226845.6361,1643226914.219889,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643227375.894015,1643227546.827132,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643227196.445704,1643227364.963597,train,0,77,discrete_gestures_user_077_dataset_000.hdf5
1643310751.129891,1643310931.127458,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643310563.4386797,1643310616.075144,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643310622.138753,1643310742.147206,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643308975.82483,1643309144.054776,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643308610.995217,1643308781.941376,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643308436.375406,1643308601.9797137,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643308797.055733,1643308964.433579,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643309190.816737,1643309328.387592,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643309419.049358,1643309486.240838,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643309495.172736,1643309563.861319,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643309573.021097,1643309639.986597,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643310078.125249,1643310249.459295,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643310309.497257,1643310477.930286,train,0,60,discrete_gestures_user_060_dataset_000.hdf5
1643314571.698526,1643314751.701567,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643314382.968111,1643314439.869749,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643314446.056883,1643314566.068136,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643312792.20338,1643312954.21887,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643312622.173392,1643312787.05365,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643312454.226105,1643312618.250657,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643312285.130536,1643312449.925294,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643312999.586761,1643313137.575791,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643313246.060211,1643313315.542332,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643313339.670704,1643313410.9508,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643313425.252167,1643313495.740618,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643314139.068228,1643314311.234812,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643313894.892731,1643314067.093438,train,0,82,discrete_gestures_user_082_dataset_000.hdf5
1643315546.543163,1643315726.55836,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643315357.517756,1643315407.682063,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643315411.116208,1643315531.124022,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314087.611781,1643314252.516966,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643313736.55407,1643313900.197171,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643313910.39388,1643314079.015352,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643313565.0332422,1643313729.3519669,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314274.754842,1643314418.768408,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314463.5659132,1643314529.220892,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314535.767237,1643314600.304949,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314610.311344,1643314682.272328,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643315177.230837,1643315345.663418,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643314989.983864,1643315159.694381,train,0,33,discrete_gestures_user_033_dataset_000.hdf5
1643899445.306325,1643899625.323722,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643899246.541548,1643899300.464644,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643899315.872512,1643899435.889613,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643897425.126889,1643897592.754963,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643897247.425675,1643897414.08746,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643897069.4239638,1643897232.337466,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643897601.427217,1643897768.823165,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643897850.045472,1643897982.64107,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643898083.013358,1643898154.608258,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643898174.531271,1643898244.257622,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643898253.514354,1643898320.775284,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643898999.61895,1643899172.546929,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643898757.950712,1643898928.445227,train,0,58,discrete_gestures_user_058_dataset_000.hdf5
1643901190.054841,1643901370.0785007,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643901009.287791,1643901059.134809,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643901066.524491,1643901186.52723,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899280.814193,1643899448.608178,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899103.457985,1643899270.641095,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643898925.263235,1643899091.506177,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899457.880968,1643899626.27689,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899679.116984,1643899810.0032718,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899888.194096,1643899956.088578,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643899963.694791,1643900030.189337,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643900037.855006,1643900106.536875,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643900758.3083122,1643900927.982138,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1643900519.02779,1643900688.829467,train,0,49,discrete_gestures_user_049_dataset_000.hdf5
1644008415.638314,1644008595.6553648,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644008239.622241,1644008290.01716,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644008292.559139,1644008412.561054,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644006641.072108,1644006809.56351,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644006989.232374,1644007156.981739,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644006816.0971708,1644006982.514941,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644006468.217907,1644006635.5447848,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644007169.640232,1644007310.896248,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644007358.444005,1644007427.352856,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644007433.366721,1644007502.4695702,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644007510.638816,1644007576.970072,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644007876.615336,1644008044.3769517,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644008057.761938,1644008228.654833,train,0,87,discrete_gestures_user_087_dataset_000.hdf5
1644008991.502736,1644009171.509955,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644008814.025702,1644008865.239905,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644008867.942871,1644008987.985562,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007498.697269,1644007666.517336,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644006986.26293,1644007150.014376,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007324.590152,1644007486.677074,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007157.177477,1644007320.10289,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007704.786788,1644007839.669582,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007889.647917,1644007960.552639,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644007963.749506,1644008031.139669,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644008037.426683,1644008104.109696,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644008440.258038,1644008609.96411,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644008629.87239,1644008797.4792593,train,0,22,discrete_gestures_user_022_dataset_000.hdf5
1644261778.07557,1644261958.214684,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644261585.936121,1644261638.587467,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644261654.005858,1644261774.002829,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644259956.831669,1644260122.231702,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644259602.376777,1644259768.666256,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644259417.447094,1644259586.650621,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644259779.319584,1644259945.932859,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644260197.181336,1644260341.1697059,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644260439.3873248,1644260511.019127,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644260517.305293,1644260583.168001,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644260589.7438312,1644260657.718392,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644261102.789742,1644261287.953781,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644261347.922177,1644261516.337464,train,0,68,discrete_gestures_user_068_dataset_000.hdf5
1644333488.4882853,1644333669.003804,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644333283.490825,1644333336.450904,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644333364.029784,1644333484.034505,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644331288.899591,1644331454.232811,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644331478.49252,1644331643.830577,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644331101.217236,1644331270.142531,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644331654.948704,1644331820.008862,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644331867.058642,1644332007.401702,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644332088.377335,1644332156.03623,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644332179.687502,1644332247.349027,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644332257.096739,1644332323.6265368,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644333032.375492,1644333201.997617,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644332788.433047,1644332959.407866,train,0,27,discrete_gestures_user_027_dataset_000.hdf5
1644333987.926692,1644334167.9250402,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644333803.898234,1644333856.503848,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644333863.409476,1644333983.3938,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332073.726629,1644332237.687193,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644331896.41161,1644332064.688475,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332250.011068,1644332415.301648,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644331728.833904,1644331891.390806,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332454.045371,1644332592.46586,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332678.320409,1644332746.180868,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332752.660337,1644332820.897056,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644332830.057501,1644332900.046187,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644333339.822511,1644333509.224269,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644333567.592621,1644333740.4375,train,0,13,discrete_gestures_user_013_dataset_000.hdf5
1644608276.6935802,1644608456.838956,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644608456.845912,1644608496.344349,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644608151.786183,1644608271.794119,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644606484.251136,1644606579.6988292,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644606677.046044,1644606746.881419,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644606754.207804,1644606821.014378,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644606828.550517,1644606894.394575,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644607098.933185,1644607193.570097,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644607219.14533,1644607315.434267,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644607347.498299,1644607443.362119,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644607615.613335,1644608147.836359,train,0,52,discrete_gestures_user_052_dataset_000.hdf5
1644866346.8307729,1644866526.828252,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644866526.837738,1644866558.845576,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644866224.793772,1644866344.814941,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865090.485648,1644865175.167981,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865220.489863,1644865289.713218,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865299.072339,1644865367.393338,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865372.523268,1644865438.224392,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865594.450503,1644865690.529989,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865699.378546,1644865794.208561,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644865803.678053,1644865897.8718207,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644866052.005361,1644866221.8042529,train,0,61,discrete_gestures_user_061_dataset_000.hdf5
1644936679.351917,1644936859.359721,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644936859.3645027,1644936898.799451,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644936550.08154,1644936670.10177,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935089.369895,1644935187.277746,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935294.245584,1644935360.988162,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935374.46493,1644935443.034654,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935463.47312,1644935532.014742,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935745.0831,1644935839.202283,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935867.218773,1644935963.997591,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644935996.662848,1644936089.826358,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1644936257.360675,1644936541.892351,train,0,64,discrete_gestures_user_064_dataset_000.hdf5
1645039887.812718,1645040067.805759,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645040067.809017,1645040107.302295,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645039762.8990903,1645039882.913392,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645038671.211182,1645038748.993902,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645038797.607104,1645038864.519169,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645038877.811855,1645038943.883242,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645038949.525983,1645039016.712602,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645039138.521843,1645039234.135237,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645039246.373874,1645039344.61207,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645039356.749226,1645039455.472775,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645039576.49897,1645039760.22835,train,0,14,discrete_gestures_user_014_dataset_000.hdf5
1645042042.089422,1645042222.076389,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645042222.084331,1645042274.88168,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645041886.190432,1645042006.207406,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645040472.441376,1645040560.240926,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645040661.64852,1645040731.115394,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645040744.7994628,1645040814.394266,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645040833.792751,1645040900.608838,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645041105.5371373,1645041201.961108,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645041229.998896,1645041328.55739,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645041360.591378,1645041455.098482,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645041608.572269,1645041880.625063,train,0,21,discrete_gestures_user_021_dataset_000.hdf5
1645196655.5555537,1645196835.538565,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645196835.546169,1645196875.147524,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645196430.976606,1645196550.975388,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645194713.3247879,1645194798.666207,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645194922.7378,1645194990.040968,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195005.644823,1645195073.335862,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195089.6845472,1645195157.365459,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195391.35309,1645195489.331528,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195520.3132067,1645195619.5262,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195650.240297,1645195746.402163,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645195912.852175,1645196349.874697,train,0,25,discrete_gestures_user_025_dataset_000.hdf5
1645542689.155227,1645542869.155158,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645542869.158681,1645542908.655644,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645542563.242269,1645542683.233745,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541060.455098,1645541146.444377,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541255.3649,1645541324.702033,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541339.8292696,1645541408.0664513,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541418.984558,1645541488.077557,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541716.270255,1645541816.546037,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541845.609081,1645541940.406388,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645541972.579423,1645542066.483062,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645542231.295746,1645542554.298225,train,0,72,discrete_gestures_user_072_dataset_000.hdf5
1645560211.544397,1645560391.662845,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645560391.666521,1645560431.043553,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645560087.958949,1645560207.969227,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645558935.235691,1645559017.628807,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559059.674697,1645559128.175101,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559137.310182,1645559206.85466,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559212.762848,1645559280.351333,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559407.585953,1645559499.627266,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559511.762727,1645559604.423792,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559615.464706,1645559712.893663,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645559835.634497,1645560082.748396,train,0,37,discrete_gestures_user_037_dataset_000.hdf5
1645630656.470821,1645630836.462925,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645630836.467961,1645630875.85065,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645630529.402025,1645630649.422088,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645628798.316688,1645628886.026672,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629021.182864,1645629089.519067,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629108.493891,1645629175.26466,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629179.894822,1645629247.345365,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629476.654456,1645629573.699421,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629608.440268,1645629705.326588,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645629737.086549,1645629834.255901,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645630005.147294,1645630511.748661,train,0,28,discrete_gestures_user_028_dataset_000.hdf5
1645713811.625904,1645713991.620666,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645713991.626474,1645714031.154649,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645713685.449236,1645713805.411744,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712228.243487,1645712312.186084,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712403.782843,1645712472.330385,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712482.130287,1645712551.311686,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712562.315573,1645712632.725054,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712839.1075509,1645712937.248,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645712963.425196,1645713058.977966,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645713092.977324,1645713188.505944,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645713353.157566,1645713671.072044,train,0,30,discrete_gestures_user_030_dataset_000.hdf5
1645803605.493702,1645803785.489306,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645803785.49459,1645803824.891473,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645803481.198168,1645803601.2130067,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802187.5946887,1645802271.545026,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802367.599971,1645802439.467703,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802444.509411,1645802511.09855,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802516.402352,1645802583.2597897,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802782.134023,1645802878.8598,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645802902.324028,1645802996.569439,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645803024.940514,1645803122.103247,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645803268.111889,1645803478.119297,train,0,41,discrete_gestures_user_041_dataset_000.hdf5
1645816012.254938,1645816192.261386,train,0,34,discrete_gestures_user_034_dataset_000.hdf5
1645816192.267257,1645816231.901819,train,0,34,discrete_gestures_user_034_dataset_000.hdf5
1645815887.626526,1645816007.649964,train,0,34,discrete_gestures_user_034_dataset_000.hdf5
